web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1584088333-6957","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Sarah Alexander","News Flash: Plays Must Be Read Differently Than Novels","Reviewed in the United States on August 3, 2016","For most of the reviews complaining about this play, I can only say this: It's not Her, It's You.

(First of all, it was made perfectly clear by everyone involved in the project that this is the script of a play and not a novel, so maybe read the description of what you're buying before you whine about it).

A play is a fundamentally different animal and must be read differently than a novel. Your brain must process the information differently. It's a completely different experience. A script is a starting place, it's just the words and the plot. All the magic is filled in by directors and actors and lights and sounds. The magic of a script is how it comes to life in front of you. The script is just the beginning.So of course time is going to move quickly. Of course there is a lot of short hand. Of course the dialogue itself on the bare page without having life breathed into it by an actor is going to seem lacking.
Like reading Shakespeare in school and finding it dull then seeing the Royal Shakespeare Theater perform the same play that brings tears to your eyes -- this is a play and it's meant to be seen.

As someone with vast and extensive experience in theater, I can see the potential for the magic lurking between the words on these pages. I can picture how many special effects would have been brought to life and know how breathtaking that would be. I can see when a line that might read as hokey or flat will bring tears to the audience's eyes if delivered with total truth by an actor in the moment of the drama. If you haven't read a play since Romeo and Juliet your freshman year of high school.... do yourself a favor and acknowledge that there is a lot more to reading a script than merely looking at the words, that the problem here might be your lack of understanding and imagination rather than the script itself.

Not to say that it was wholly without flaws. There was one plot point in particular I could have done without. But expecting this to be another Harry Potter novel isn't fair because that's not what it is. It's a new Harry Potter story, but it's not a new Harry Potter book. The magic in this story is seeing it on stage and watching the world come to life around you. Of getting to dip inside that world for just a little while. Don't expect it to be the same as the novels, because it's not and it was never intended to be any more than Harry Potter World was intended to be another Harry Potter adventure. It is what it is and if you don't like it, that's fine, but don't be a baby about it.

Also. The idea that JK Rowling owes anyone anything is ludicrous. If you don't like her books or her play or anything else she produces that's fine. But she doesn't owe the fans anything. She doesn't owe the world anything. It's her world and she can do what she wants with it. She is not responsible for your feelings, good or bad. It isn't fair to heap that on her.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&filterByStar=four_star&pageNumber=186&reviewerType=all_reviews&sortBy=recent"
"1584088082-5824","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","emily","I did enjoy this book but I felt a little but disappointed ...","Reviewed in the United States on October 12, 2016","I did enjoy this book but I felt a little but disappointed in the adult version of some of my favorite literary characters. My biggest complaint is about Ron, he is a complete bafoon in this and while he offered some comic relief in the previous books, he still had some depth. Not so in this book. That being said, it was great to revisit Hogwarts and the story was interesting.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&filterByStar=four_star&pageNumber=73&reviewerType=all_reviews&sortBy=recent"
"1584088069-5763","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","M. Preib","Rowling fans will enjoy it","Reviewed in the United States on October 20, 2016","Good, but not on par with her previous work. Still if you are a fan, you will like it.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&filterByStar=four_star&pageNumber=67&reviewerType=all_reviews&sortBy=recent"
"1584088220-6444","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Anita McKee","but still a good story and enjoyed it","Reviewed in the United States on August 30, 2016","Reading a script is different.  I would have preferred another novel, but still a good story and enjoyed it.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_135?ie=UTF8&filterByStar=four_star&pageNumber=135&reviewerType=all_reviews&sortBy=recent"
"1584088159-6171","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Fluffy Grandma","A script in play version of the continuing Harry Potter story","Reviewed in the United States on September 23, 2016","It was strange reading this 'play' version of a Harry Potter story.  It flowed pretty well and the story line was good but truthfully, I would rather have had a full blown, full length story in book format.  I still reread the Harry Potter books regularly and still enjoy them.  Thank you J.K. Rowling!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_108?ie=UTF8&filterByStar=four_star&pageNumber=108&reviewerType=all_reviews&sortBy=recent"
"1584088135-6065","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Rabid Reader","Left me wanting more","Reviewed in the United States on September 29, 2016","Brought back all the characters loved in the original books.  Read more like a story than a play.  Left me wanting more and hoping other books like this will be coming in the future.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_97?ie=UTF8&filterByStar=four_star&pageNumber=97&reviewerType=all_reviews&sortBy=recent"
"1584088095-5881","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","Four Stars","Reviewed in the United States on October 6, 2016","It was nice to see the aftermath of Harry and his friends.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&filterByStar=four_star&pageNumber=79&reviewerType=all_reviews&sortBy=recent"
"1584087937-5174","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Elizabeth Moad","Very interesting","Reviewed in the United States on September 15, 2018","Good book, I really like it. But not sure if it'll be a good movie (since there's been talk about it) I just felt like it was rushed into everything in the two books. I felt like it should of been more of its own book serious, but that's what I think. All in all, very good books, there was funny parts and sad parts.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=four_star&pageNumber=8&reviewerType=all_reviews&sortBy=recent"
"1584087988-5400","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","reviews 4 free","Cursed Child","Reviewed in the United States on February 10, 2017","I will have to see this play in person.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&filterByStar=four_star&pageNumber=31&reviewerType=all_reviews&sortBy=recent"
"1584088103-5920","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","The next generation of Harry Potter","Reviewed in the United States on October 4, 2016","I've read all the Harry Potter books. They were very entertaining. Reading a script is a ""different animal,"" if you will. The story fits the HP universe and I can see how it would make a good stage play. I enjoyed the general storyline, but prefer the non-script books.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&filterByStar=four_star&pageNumber=83&reviewerType=all_reviews&sortBy=recent"
"1584087956-5266","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Carol Bauman","Enjoyable","Reviewed in the United States on September 17, 2017","I enjoyed reading this book more than I expected. It had a great storyline and the same characters we all know and love. I wish it was in book format. Otherwise I would have given it 5 stars.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=four_star&pageNumber=17&reviewerType=all_reviews&sortBy=recent"
"1584088071-5772","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Darren","Well done, but not Harry Potter!","Reviewed in the United States on October 19, 2016","I enjoyed this book enough to finish it. It was well written and stretched my imagination, especially beyond the world of possibilities created in the original Harry Potter series. With that said, though, it does stray quite about from the story line and does it pack as much of a punch. It is noted, though, that this is written from the perspective of a different main character, Harry's son, and in a play format, as opposed to a novel. Overall, well done - 4 stars.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&filterByStar=four_star&pageNumber=68&reviewerType=all_reviews&sortBy=recent"
"1584087974-5348","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Burgundy","I know that this isn't the perfect harry potter story","Reviewed in the United States on April 20, 2017","Listen, I know that this isn't the perfect harry potter story. The book as a script is weird. BUT the play is so beautifully done and truly wonderful. While the play does have some rough spots they are small enough that the rest of the play overshadows the flaws. The effects are magical and amazing. Don't judge the story of Cursed Child based on the script book. The story of the Cursed Child on the stage is a sight to behold.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=four_star&pageNumber=25&reviewerType=all_reviews&sortBy=recent"
"1584088006-5487","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Rand S","Loved it. Definitely very different reading a screenplay instead ...","Reviewed in the United States on January 2, 2017","Loved it. Definitely very different reading a screenplay instead of a book, and I wish it was a book instead,but the dialogue was still engaging and the story overall was very fun.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&filterByStar=four_star&pageNumber=39&reviewerType=all_reviews&sortBy=recent"
"1584088063-5733","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Margaret Hryczyk","Love the old characters","Reviewed in the United States on October 24, 2016","Love the old characters!  The book is written as a play so it is not typical HP books.  It is  a little difficult at first but the story is compelling.  After the first 100 pages, one is used it the style.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_64?ie=UTF8&filterByStar=four_star&pageNumber=64&reviewerType=all_reviews&sortBy=recent"
"1584088025-5566","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","GaryE","Very good story","Reviewed in the United States on December 8, 2016","This screenplay is just a good story . . . even more so for those of us who are big Harry Potter fans. If you read the Harry Potter books this is pretty much a must read.

Being a screen play this is a pretty quick read so if you are planning on reading this for a day at the beech or whatever bring more than just this because a quick reader can easily get through this in under three hours.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=four_star&pageNumber=47&reviewerType=all_reviews&sortBy=recent"
"1584088069-5760","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Brenda","Reading a play again was like being back in school","Reviewed in the United States on October 21, 2016","Reading a play again was like being back in school. Definitely a lot more fun to read than King Lear! I would have preferred a novel. The storyline was good and ticked along at a rapid pace. There was a large cast of characters but it never became overwhelming. Personally I would have preferred more character development and in particular the adult Harry, Draco and Hermione could have been fleshed out a bit more. Instead they were more or less the same as their teenage selves and it was hard to find them credible. The next generation characters were also heavily reliant on the previous Harry Potter books for their development and motivation. A fun read for Potter fans but could do with an accompanying novel to fill in the gaps","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&filterByStar=four_star&pageNumber=67&reviewerType=all_reviews&sortBy=recent"
"1584088054-5693","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Jonathan J. Carr","Great!","Reviewed in the United States on October 31, 2016","Great! Would've given 5 stars, but I kept wanting it to be in novel form. Because it is in play form, it lacks the nuances of a novel. But, the play does bring back the magic that we love from the original seven books. Great story, great characters, great theme.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&filterByStar=four_star&pageNumber=60&reviewerType=all_reviews&sortBy=recent"
"1584087924-5110","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Nick Haskins","its ok but...","Reviewed in the United States on December 11, 2019","i don't like how its all like James and then whatever he just said, but if j.k Rowling  had done it by her self then it would be better so yea.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=four_star&pageNumber=2&reviewerType=all_reviews&sortBy=recent"
"1584088090-5868","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Yvonne Rucker","The plot was great and worth the effort","Reviewed in the United States on October 7, 2016","It took some time to get used to the screen play writing interest of the regular novel format. The plot was great and worth the effort!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_77?ie=UTF8&filterByStar=four_star&pageNumber=77&reviewerType=all_reviews&sortBy=recent"
